Timestamp, Latency, #Try
1456842342450, 1000, 1
1456842344380, 999, 1
1456842349147, 2000, 2
1456842350388, 1001, 1
1456842352156, 1001, 1
1456842354384, 1004, 1
1456842357029, 999, 1
1456842358142, 1000, 1
1456842361727, 1000, 1
1456842362815, 1000, 1
1456842366746, 998, 1
1456842367891, 996, 1
1456842371810, 1002, 1
1456842372908, 1004, 1
1456842376738, 1003, 1
1456842377865, 1004, 1
1456842381755, 1000, 1
