1301702400,9.503166667,b158
1301702460,9.519650000,b158
1301702520,9.840883333,b158
1301702580,9.486600000,b158
1301702640,9.494050000,b158
1301702700,9.496750000,b158
1301702760,9.502250000,b158
1301702820,9.561333333,b158
1301702880,9.772716667,b158
1301702940,9.501966667,b158
1301703000,9.489416667,b158
1301703060,9.501833333,b158
1301703120,9.503366667,b158
1301703180,9.851466667,b158
1301703240,9.635583333,b158
1301703300,9.707333333,b158
1301703360,9.587850000,b158
1301703420,9.354716667,b158
1301703480,9.473733333,b158
1301703540,9.634466667,b158
1301703600,9.381733333,b158
1301703660,9.381083333,b158
1301703720,9.425350000,b158
1301703780,9.472200000,b158
1301703840,9.829783333,b158
1301703900,9.509616667,b158
1301703960,9.521500000,b158
1301704020,9.505216667,b158
1301704080,9.514666667,b158
1301704140,9.506666667,b158
1301704200,9.856550000,b158
1301704260,9.515033333,b158
1301704320,9.514550000,b158
1301704380,9.509916667,b158
1301704440,9.508833333,b158
1301704500,9.818666667,b158
1301704560,9.552416667,b158
1301704620,9.504866667,b158
1301704680,9.511316667,b158
1301704740,9.532533333,b158
1301704800,9.506133333,b158
1301704860,9.845750000,b158
1301704920,9.510483333,b158
1301704980,9.514433333,b158
1301705040,9.491833333,b158
1301705100,8.966100000,b158
1301705160,8.928250000,b158
1301705220,4.940466667,b158
1301705280,4.081366667,b158
1301705340,3.989083333,b158
1301705400,3.938016667,b158
1301705460,4.252466667,b158
1301705520,5.001800000,b158
1301705580,4.661316667,b158
1301705640,4.659266667,b158
1301705700,4.677833333,b158
1301705760,4.680266667,b158
1301705820,5.020850000,b158
1301705880,4.697666667,b158
1301705940,4.696816667,b158
1301706000,4.753150000,b158
1301706060,4.801383333,b158
1301706120,4.772116667,b158
1301706180,5.117116667,b158
1301706240,4.772516667,b158
1301706300,4.784450000,b158
1301706360,4.784450000,b158
1301706420,4.734216667,b158
1301706480,5.004883333,b158
1301706540,4.816250000,b158
1301706600,4.742366667,b158
1301706660,4.755683333,b158
1301706720,4.759333333,b158
1301706780,4.745316667,b158
1301706840,4.862250000,b158
1301706900,3.969833333,b158
1301706960,3.955216667,b158
1301707020,3.962300000,b158
1301707080,3.949450000,b158
1301707140,4.229066667,b158
1301707200,4.032133333,b158
1301707260,8.540566667,b158
1301707320,9.142366667,b158
1301707380,9.128466667,b158
1301707440,9.129050000,b158
1301707500,9.515133333,b158
1301707560,9.178400000,b158
1301707620,9.188100000,b158
1301707680,9.194366667,b158
1301707740,8.836066667,b158
1301707800,8.437216667,b158
1301707860,8.741116667,b158
1301707920,8.420833333,b158
1301707980,8.383100000,b158
1301708040,8.373066667,b158
1301708100,8.366183333,b158
1301708160,8.647866667,b158
1301708220,8.407600000,b158
1301708280,8.894100000,b158
1301708340,9.087233333,b158
1301708400,9.063600000,b158
1301708460,9.048550000,b158
1301708520,9.420450000,b158
1301708580,9.078250000,b158
1301708640,9.077350000,b158
1301708700,8.444450000,b158
1301708760,8.278833333,b158
1301708820,8.476633333,b158
1301708880,8.421516667,b158
1301708940,8.256366667,b158
1301709000,8.251850000,b158
1301709060,8.255200000,b158
1301709120,8.271200000,b158
1301709180,8.615216667,b158
1301709240,8.271150000,b158
1301709300,8.274100000,b158
1301709360,8.274100000,b158
1301709420,8.271016667,b158
1301709480,8.428516667,b158
1301709540,8.466566667,b158
1301709600,8.271400000,b158
1301709660,8.274566667,b158
1301709720,8.281516667,b158
1301709780,8.282100000,b158
1301709840,8.623950000,b158
1301709900,8.317766667,b158
1301709960,8.836316667,b158
1301710020,9.089050000,b158
1301710080,9.083283333,b158
1301710140,9.087816667,b158
1301710200,9.435083333,b158
1301710260,8.477633333,b158
1301710320,8.327200000,b158
1301710380,8.328466667,b158
1301710440,8.332783333,b158
1301710500,8.653700000,b158
1301710560,8.307083333,b158
1301710620,8.321783333,b158
1301710680,8.319516667,b158
1301710740,8.324833333,b158
1301710800,8.479250000,b158
1301710860,8.285700000,b158
1301710920,3.887800000,b158
1301710980,3.887683333,b158
1301711040,3.865100000,b158
1301711100,3.872300000,b158
1301711160,4.239850000,b158
1301711220,3.594166667,b158
1301711280,2.138783333,b158
1301711340,2.120950000,b158
1301711400,2.127583333,b158
1301711460,2.322366667,b158
1301711520,4.070300000,b158
1301711580,3.799133333,b158
1301711640,3.262433333,b158
1301711700,2.119416667,b158
1301711760,2.105783333,b158
1301711820,2.457933333,b158
1301711880,2.103800000,b158
1301711940,2.105750000,b158
1301712000,2.726333333,b158
1301712060,3.732600000,b158
1301712120,3.840816667,b158
1301712180,4.110666667,b158
1301712240,3.048333333,b158
1301712300,2.205100000,b158
1301712360,2.192733333,b158
1301712420,2.197550000,b158
1301712480,2.555450000,b158
1301712540,2.190650000,b158
1301712600,2.188266667,b158
1301712660,2.516116667,b158
1301712720,3.769833333,b158
1301712780,3.894016667,b158
1301712840,3.337216667,b158
1301712900,2.200883333,b158
1301712960,2.761616667,b158
1301713020,6.676400000,b158
1301713080,6.682750000,b158
1301713140,7.028266667,b158
1301713200,6.672000000,b158
1301713260,6.678450000,b158
1301713320,6.673766667,b158
1301713380,6.674733333,b158
1301713440,6.794300000,b158
1301713500,6.922250000,b158
1301713560,6.694150000,b158
1301713620,6.695983333,b158
1301713680,6.700116667,b158
1301713740,6.700533333,b158
1301713800,7.048750000,b158
1301713860,6.698133333,b158
1301713920,6.700350000,b158
1301713980,6.697166667,b158
1301714040,6.698683333,b158
1301714100,6.919866667,b158
1301714160,6.853766667,b158
1301714220,6.733950000,b158
1301714280,6.684383333,b158
1301714340,6.625233333,b158
1301714400,6.619500000,b158
1301714460,6.980400000,b158
1301714520,6.603850000,b158
1301714580,6.605716667,b158
1301714640,6.605216667,b158
1301714700,6.619550000,b158
1301714760,6.666016667,b158
1301714820,6.944600000,b158
1301714880,6.620733333,b158
1301714940,6.629266667,b158
1301715000,6.620716667,b158
1301715060,6.613083333,b158
1301715120,6.905266667,b158
1301715180,6.674050000,b158
1301715240,6.611466667,b158
1301715300,6.600016667,b158
1301715360,6.605900000,b158
1301715420,6.610066667,b158
1301715480,6.946966667,b158
1301715540,6.612000000,b158
1301715600,6.617316667,b158
1301715660,6.620433333,b158
1301715720,6.624950000,b158
1301715780,6.978450000,b158
1301715840,6.690016667,b158
1301715900,6.676216667,b158
1301715960,6.662300000,b158
1301716020,6.662433333,b158
1301716080,6.750666667,b158
1301716140,6.938516667,b158
1301716200,6.666500000,b158
1301716260,6.673200000,b158
1301716320,3.504716667,b158
1301716380,2.162333333,b158
1301716440,2.523633333,b158
1301716500,2.158283333,b158
1301716560,2.470716667,b158
1301716620,3.604366667,b158
1301716680,3.600433333,b158
1301716740,3.229866667,b158
1301716800,2.533850000,b158
1301716860,2.162700000,b158
1301716920,2.159816667,b158
1301716980,2.160933333,b158
1301717040,2.158333333,b158
1301717100,2.348066667,b158
1301717160,2.343416667,b158
1301717220,2.167550000,b158
1301717280,2.165433333,b158
1301717340,2.171650000,b158
1301717400,2.164700000,b158
1301717460,2.517533333,b158
1301717520,2.177366667,b158
1301717580,2.185233333,b158
1301717640,2.181850000,b158
1301717700,2.182300000,b158
1301717760,2.472866667,b158
1301717820,2.235216667,b158
1301717880,2.174616667,b158
1301717940,2.175700000,b158
1301718000,2.173933333,b158
1301718060,2.296833333,b158
1301718120,2.486666667,b158
1301718180,3.523516667,b158
1301718240,3.690050000,b158
1301718300,3.023016667,b158
1301718360,2.687083333,b158
